Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,Date_Original,flag_invalid_date,flag_outlier_Amount_Spent_INR,flag_outlier_Purchases_Conversion_Value_INR,flag_outlier_Adds_to_Cart_Conversion_Value_INR,flag_outlier_Checkouts_Initiated_Conversion_Value_INR,flag_outlier_Adds_of_Payment_Info_Conversion_Value_INR,CTR,CPC,CPM,ROAS,ROI,CVR,AOV,flag_zero_impressions,flag_zero_clicks,flag_zero_spend,flag_missing_campaign_name,flag_spend_outlier
Brand A,2026-03-05,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,1.2,-1.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05-03-2026,False,False,False,False,False,False,0.0,0.0,-600.0,-0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-11,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Unknown,Rest Of The World,4.98,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False
Brand A,2026-03-07,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Australia,Rest Of The World,20.18,20.18,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,07-03-2026,False,False,False,False,False,False,0.0,0.0,1681.6666666666667,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-06,Growify | Mof + Bof | Engagemnet | Intl,Unknown,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Unknown,Rest Of The World,0.0,-24.18,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,06-03-2026,False,False,False,False,False,False,0.0,0.0,-930.0,-0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-06,Unknown,Unknown,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Australia,Rest Of The World,24.26,24.26,1.0,-3770.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,06-03-2026,False,False,False,False,False,False,-0.02652519893899204,24.26,-6.43501326259947,0.0,-100.0,0.0,0.0,False,False,False,True,False
Brand A,2026-03-09,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Unknown,Rest Of The World,0.0,35.22,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,09-03-2026,False,False,False,False,False,False,0.0,0.0,1408.8,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-07,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Australia,Rest Of The World,3541.44,36.89,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,07-03-2026,False,False,False,False,False,False,0.0,0.0,1054.0,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Engagemnet | Intl,Unknown,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Australia,Rest Of The World,3902.4,40.65,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,1231.8181818181818,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-06,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,58.64,58.64,3.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,06-03-2026,False,False,False,False,False,False,2.380952380952381,58.64,1396.1904761904761,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-07,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Unknown,Rest Of The World,72.18,72.18,7.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,07-03-2026,False,False,False,False,False,False,0.0,0.0,988.7671232876712,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-13,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,84.56,0.0,3.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13-03-2026,False,False,False,False,False,False,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
Brand A,2026-03-11,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,121.26,18310.26,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11-03-2026,False,True,False,False,False,False,0.0,0.0,265366.0869565217,0.0,-100.0,0.0,0.0,False,True,False,False,True
Brand A,2026-03-10,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Australia,Rest Of The World,12595.1999,131.2,0.0,-7685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-03-2026,False,False,False,False,False,False,-0.0,0.0,-17.072218607677293,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,0.0,-145.4,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,-2047.887323943662,-0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-12,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Unknown,156.87,156.87,6.0,91.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,12-03-2026,False,False,False,False,False,False,2.197802197802198,78.435,1723.8461538461538,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-10,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,212.86,212.86,3.0,88.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,1.0,10-03-2026,False,False,False,False,False,False,2.272727272727273,106.43,2418.8636363636365,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-08,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Australia,Rest Of The World,225.28,225.28,9.0,131.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,08-03-2026,False,False,False,False,False,False,1.5267175572519083,112.64,1719.6946564885495,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-15,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-12,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Unknown,0.38,0.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12-03-2026,False,False,False,False,False,False,0.0,0.0,380.0,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-12,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Canada,Rest Of The World,5.48,5.48,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12-03-2026,False,False,False,False,False,False,0.0,0.0,685.0,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-05,Growify | Mof + Bof | Engagemnet | Intl,Paused,Unknown,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,13.16,13.16,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05-03-2026,False,False,False,False,False,False,0.0,0.0,774.1176470588235,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-11,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Canada,Rest Of The World,13.23,13.23,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11-03-2026,False,False,False,False,False,False,11.11111111111111,13.23,1470.0,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,27.85,27.85,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05-03-2026,True,False,False,False,False,False,0.0,0.0,1031.4814814814815,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-05,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Canada,Unknown,0.0,30.04,3.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,05-03-2026,False,False,False,False,False,False,3.125,30.04,938.75,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-09,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,34.18,34.18,1.0,5220.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,09-03-2026,False,False,False,False,False,False,0.019157088122605366,34.18,6.547892720306513,0.0,-100.0,0.0,0.0,False,False,False,False,False
Unknown,2026-03-07,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Canada,Rest Of The World,38.08,38.08,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,07-03-2026,False,False,False,False,False,False,0.0,0.0,718.4905660377359,0.0,-100.0,0.0,0.0,False,True,False,False,False
Brand A,2026-03-07,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,113.82,113.82,0.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,07-03-2026,False,False,False,False,False,False,0.9090909090909091,113.82,1034.7272727272727,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-13,Unknown,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,128.47,128.47,2.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13-03-2026,False,False,False,False,False,False,0.0,0.0,1098.034188034188,0.0,-100.0,0.0,0.0,False,True,False,True,False
Brand A,2026-03-06,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,131.9,131.9,19.0,118.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,06-03-2026,False,False,False,False,False,False,6.779661016949152,16.4875,1117.7966101694915,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-11,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,134.23,20268.73,8.0,117.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11-03-2026,False,True,False,False,False,False,-1.7094017094017095,-10134.365,173237.00854700856,0.0,-100.0,-0.0,0.0,False,False,False,False,True
Brand A,2026-03-10,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Single Image | Campaign Shoot | Kurta Sets | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Canada,Rest Of The World,159.13,159.13,13.0,149.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,1.0,10-03-2026,False,False,False,False,False,False,2.684563758389262,39.7825,1067.986577181208,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-10,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,166.49,166.49,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10-03-2026,False,False,False,False,False,False,0.0,166.49,0.0,0.0,-100.0,0.0,0.0,True,False,False,False,False
Brand A,2026-03-06,Growify | Mof + Bof | Engagemnet | Intl,Paused,Unknown,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,167.32,167.32,10.0,123.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,06-03-2026,False,False,False,False,False,False,2.4390243902439024,55.77333333333333,1360.3252032520325,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-11,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,175.13,175.13,12.0,174.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,11-03-2026,False,False,False,False,False,False,2.2988505747126435,43.7825,1006.4942528735633,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | Ukiyo | Summer | Pdp | Hasan,Unknown,Rest Of The World,0.0,175.19,20.0,143.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,4.195804195804196,29.198333333333334,1225.1048951048951,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-07,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Unknown,-178.33,178.33,0.0,158.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,07-03-2026,False,False,False,False,False,False,1.89873417721519,59.443333333333335,1128.6708860759493,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-12,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,201.05,201.05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,True,True,False,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Engagemnet | Intl,Paused,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Unknown,Rest Of The World,217.46,0.0,10.0,168.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False
Brand A,2025-01-01,Growify | Mof + Bof | Engagemnet | Intl,Unknown,Whatsapp | Customer Data,Custom | Video | Influencer | Kurta Set | J'Adore | Summer | Pdp | Hasan,Canada,Rest Of The World,319.28,319.28,19.0,320.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,08-03-2026,True,False,False,False,False,False,1.5625,63.855999999999995,997.75,0.0,-100.0,0.0,0.0,False,False,False,False,False
Brand A,2026-03-04,Growify | Tof | Conversion | India,Paused,Ecomm | Adv+,Catalog | Car | Campaign Shoot | Mix | Mix | Summer | Pdp | Ayush Kashyap,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-05,Growify | Tof | Conversion | India,Paused,Ecomm | Adv+,Catalog | Car | Campaign Shoot | Mix | Mix | Summer | Pdp | Ayush Kashyap,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-17,Growify | Tof | Conversion | India,Active,Ecomm | Apparel,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,17-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-18,Growify | Tof | Conversion | India,Active,Ecomm | Apparel,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-14,Growify | Tof | Conversion | India,Active,Ecomm | Apparel,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,0.0,0.0,1.0,14-03-2026,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Growify | Tof | Conversion | India,Active,Ecomm | Beauty And Personal Care,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Unknown,Active,Ecomm | Beauty And Personal Care,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False
Brand A,2026-03-14,Growify | Tof | Conversion | India,Active,Ecomm | Beauty And Personal Care,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,0.0,0.0,1.0,14-03-2026,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-15,Growify | Tof | Conversion | India,Active,Ecomm | Beauty And Personal Care,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25320.0,0.0,0.0,1.0,15-03-2026,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-01,Growify | Tof | Conversion | India,Active,Ecomm | Engaged,Video | Esha | – Copy,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,0.0,0.0,1.0,01-03-2026,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-21,Growify | Tof | Conversion | India,Active,Ecomm | Home Essential,Video | Pooja Hegde | 19Th Feb 26 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-19,Growify | Tof | Conversion | India,Active,Ecomm | Home Essential,Unknown,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-20,Growify | Tof | Conversion | India,Active,Ecomm | Home Essential,Video | Pooja Hegde | 19Th Feb 26 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2025-01-01,Growify | Tof | Conversion | India,Active,Ecomm | Home Essential,Video | Pooja Hegde | 19Th Feb 26 – Copy,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-25,Growify | Tof | Conversion | India,Active,Ecomm | Ott & Social,Custom | Video | Influencer | Kurta Set | Lumière | Summer | Pdp | Hasan,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-27,Growify | Tof | Conversion | India,Active,Ecomm | Ott & Social,Custom | Video | Influencer | Kurta Set | Lumière | Summer | Pdp | Hasan,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,27-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-24,Growify | Tof | Conversion | India,Active,Ecomm | Ott & Social,Custom | Video | Influencer | Kurta Set | Lumière | Summer | Pdp | Hasan,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-15200.0,0.0,0.0,66.0,24-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-26,Growify | Tof | Conversion | India,Active,Ecomm | Ott & Social,Custom | Video | Influencer | Kurta Set | Lumière | Summer | Pdp | Hasan,India,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,66.0,26-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
Brand A,2026-03-20,Growify | Tof | Conversion | India,Active,Ecomm | Personal Care,Custom | Car | Campaign Shoot | Mix | Sofia'S Garden | Summer | Pdp | Deepak Maurya,India,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20-03-2026,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False
